job_id,job_title,company,location,work_mode,experience,employment_type,skills,salary_lpa,date_posted,month_posted
185,Business Analyst,HDFC Bank,Delhi,Hybrid,Senior (5+ yrs),Internship,"Pandas, Python, Statistics",13.4,2024-02-04,2024-02
186,Junior Data Analyst,Zomato,Mumbai,Hybrid,Senior (5+ yrs),Full-time,"Pandas, Statistics, SQL, Power BI, Git",21.1,2024-05-02,2024-05
187,Senior Data Analyst,Infosys,Delhi,Remote,Fresher (0-1 yr),Internship,"Power BI, Machine Learning, Excel",3.9,2024-07-15,2024-07
188,Business Analyst,Google India,Chennai,On-site,Senior (5+ yrs),Contract,"Git, Power BI",17.8,2024-01-23,2024-01
189,Business Analyst,IBM India,Mumbai,Remote,Fresher (0-1 yr),Internship,"Machine Learning, Excel",3.4,2024-02-09,2024-02
190,Python Developer,Swiggy,Noida,Remote,Senior (5+ yrs),Internship,"Pandas, Git",23.0,2024-11-23,2024-11
191,Data Scientist,Wipro,Chennai,Hybrid,Fresher (0-1 yr),Full-time,"SQL, Excel, Pandas, Statistics",2.9,2024-10-05,2024-10
192,BI Analyst,Microsoft India,Chennai,Hybrid,Junior (1-3 yrs),Internship,"Statistics, Tableau, Excel",4.7,2024-10-02,2024-10
193,SQL Developer,Infosys,Gurgaon,On-site,Junior (1-3 yrs),Contract,"NumPy, Statistics, Git, Pandas, Power BI",6.0,2024-01-26,2024-01
194,Business Analyst,Flipkart,Bangalore,Hybrid,Junior (1-3 yrs),Internship,"Excel, Statistics, Machine Learning, Tableau",6.0,2024-05-25,2024-05
195,SQL Developer,TCS,Gurgaon,Remote,Junior (1-3 yrs),Contract,"Power BI, Tableau",6.0,2024-05-12,2024-05
196,Senior Data Analyst,HDFC Bank,Hyderabad,On-site,Junior (1-3 yrs),Internship,"Git, NumPy, Excel, Tableau",4.6,2024-04-26,2024-04
197,Data Analyst,Zomato,Mumbai,Remote,Junior (1-3 yrs),Contract,"Tableau, Git, SQL, Statistics",7.9,2024-01-09,2024-01
198,Junior Data Analyst,Accenture,Pune,On-site,Mid (3-5 yrs),Full-time,"Statistics, Excel, Tableau, Pandas, Power BI",9.6,2024-02-13,2024-02
199,Data Scientist,Zomato,Gurgaon,Hybrid,Mid (3-5 yrs),Internship,"SQL, Statistics",11.4,2024-02-26,2024-02
200,BI Analyst,IBM India,Noida,On-site,Senior (5+ yrs),Contract,"Tableau, Pandas, Excel, Git",23.1,2024-11-25,2024-11
201,Data Analyst,TCS,Hyderabad,Remote,Senior (5+ yrs),Full-time,"Excel, Statistics",17.9,2024-07-07,2024-07
202,Junior Data Analyst,Flipkart,Chennai,Hybrid,Fresher (0-1 yr),Internship,"Tableau, SQL, Pandas, Statistics",4.8,2024-07-21,2024-07
203,Data Scientist,Capgemini,Noida,Remote,Fresher (0-1 yr),Internship,"Python, Power BI",3.7,2024-04-17,2024-04
204,Python Developer,Infosys,Bangalore,Remote,Mid (3-5 yrs),Full-time,"Excel, Statistics, SQL, Machine Learning, Power BI",7.6,2024-02-11,2024-02
205,SQL Developer,Flipkart,Chennai,Hybrid,Junior (1-3 yrs),Internship,"SQL, Machine Learning, Python",6.4,2024-06-24,2024-06
206,Business Analyst,Accenture,Noida,Remote,Senior (5+ yrs),Full-time,"SQL, Excel",21.8,2024-07-12,2024-07
207,BI Analyst,Swiggy,Chennai,On-site,Mid (3-5 yrs),Internship,"Power BI, Machine Learning",11.2,2024-05-25,2024-05
208,Data Analyst,Flipkart,Pune,Remote,Junior (1-3 yrs),Internship,"Tableau, Python, Power BI, Statistics, NumPy",4.5,2024-10-03,2024-10
209,Data Analyst,Zomato,Delhi,On-site,Senior (5+ yrs),Internship,"Pandas, Machine Learning, Excel, NumPy, Power BI",24.4,2024-01-19,2024-01
210,Senior Data Analyst,Infosys,Mumbai,On-site,Fresher (0-1 yr),Full-time,"Machine Learning, Tableau, NumPy, Power BI, Pandas",3.5,2024-09-20,2024-09
211,Junior Data Analyst,Amazon India,Hyderabad,Hybrid,Fresher (0-1 yr),Internship,"Excel, Machine Learning, Pandas",3.5,2024-11-22,2024-11
212,Senior Data Analyst,Flipkart,Noida,Remote,Junior (1-3 yrs),Full-time,"SQL, NumPy, Git",5.8,2024-05-22,2024-05
213,Junior Data Analyst,HCL Technologies,Bangalore,Remote,Junior (1-3 yrs),Internship,"Excel, Statistics",7.8,2024-12-09,2024-12
214,Junior Data Analyst,Zomato,Chennai,Remote,Mid (3-5 yrs),Internship,"Python, Pandas",12.6,2024-02-09,2024-02
215,Senior Data Analyst,ICICI Bank,Gurgaon,Remote,Mid (3-5 yrs),Full-time,"Git, Excel, Pandas, SQL, Machine Learning",12.4,2024-11-24,2024-11
216,Senior Data Analyst,Capgemini,Bangalore,On-site,Fresher (0-1 yr),Full-time,"Statistics, Pandas",3.5,2024-01-18,2024-01
217,BI Analyst,Capgemini,Delhi,On-site,Senior (5+ yrs),Internship,"Tableau, SQL, Pandas, Python",18.5,2024-03-08,2024-03
218,Data Analyst,Google India,Hyderabad,Hybrid,Mid (3-5 yrs),Contract,"SQL, Machine Learning, Statistics, Python",9.6,2024-05-24,2024-05
219,Business Analyst,HDFC Bank,Delhi,Remote,Senior (5+ yrs),Full-time,"Excel, Python, NumPy",12.3,2024-11-27,2024-11
220,Data Analyst,Swiggy,Bangalore,Remote,Senior (5+ yrs),Internship,"SQL, Power BI, Machine Learning, Statistics",18.4,2024-03-23,2024-03
221,Data Scientist,Wipro,Bangalore,On-site,Senior (5+ yrs),Internship,"Statistics, SQL, Machine Learning, Tableau",13.7,2024-02-19,2024-02
222,Data Analyst,Microsoft India,Chennai,On-site,Mid (3-5 yrs),Contract,"NumPy, Pandas, Machine Learning, Power BI",8.9,2024-04-05,2024-04
223,Senior Data Analyst,Accenture,Hyderabad,On-site,Senior (5+ yrs),Contract,"NumPy, SQL, Pandas, Git",14.7,2024-05-28,2024-05
224,Senior Data Analyst,Wipro,Chennai,Remote,Mid (3-5 yrs),Internship,"Power BI, Pandas",8.0,2024-06-13,2024-06
225,Data Analyst,Flipkart,Mumbai,On-site,Fresher (0-1 yr),Contract,"Machine Learning, Git, Power BI, Python, Statistics",2.8,2024-02-01,2024-02
226,Data Analyst,Capgemini,Chennai,On-site,Senior (5+ yrs),Contract,"Git, Tableau",23.9,2024-02-07,2024-02
227,Python Developer,Accenture,Hyderabad,Hybrid,Fresher (0-1 yr),Full-time,"Python, Excel, NumPy, Statistics, Pandas",3.7,2024-11-14,2024-11
228,Junior Data Analyst,Zomato,Pune,On-site,Mid (3-5 yrs),Contract,"Excel, Python, Power BI, Pandas, Git",10.5,2024-08-02,2024-08
229,Senior Data Analyst,Amazon India,Noida,On-site,Senior (5+ yrs),Full-time,"Machine Learning, Python, NumPy",22.2,2024-09-26,2024-09
230,Python Developer,Zomato,Delhi,Hybrid,Mid (3-5 yrs),Full-time,"Pandas, Power BI",7.2,2024-05-02,2024-05
231,Python Developer,Zomato,Pune,On-site,Fresher (0-1 yr),Full-time,"Tableau, Machine Learning, Python",4.4,2024-10-28,2024-10
232,BI Analyst,Zomato,Chennai,On-site,Junior (1-3 yrs),Internship,"Pandas, Python, Git, Tableau",6.3,2024-04-27,2024-04
233,Python Developer,Flipkart,Chennai,Hybrid,Fresher (0-1 yr),Full-time,"Power BI, Git",2.5,2024-06-20,2024-06
234,Business Analyst,Accenture,Delhi,Remote,Junior (1-3 yrs),Contract,"Python, Excel",6.3,2024-02-28,2024-02
235,SQL Developer,Wipro,Delhi,Remote,Senior (5+ yrs),Internship,"Pandas, Tableau",16.2,2024-12-14,2024-12
236,Python Developer,Swiggy,Chennai,Remote,Mid (3-5 yrs),Full-time,"NumPy, Tableau, Machine Learning",7.9,2024-12-19,2024-12
237,BI Analyst,TCS,Chennai,Remote,Mid (3-5 yrs),Internship,"Git, SQL, Statistics",8.0,2024-04-12,2024-04
238,SQL Developer,Cognizant,Hyderabad,Remote,Mid (3-5 yrs),Contract,"Tableau, Power BI",8.7,2024-05-26,2024-05
239,Senior Data Analyst,Infosys,Bangalore,Hybrid,Senior (5+ yrs),Internship,"Excel, NumPy, Statistics, Power BI, Git",19.1,2024-08-26,2024-08
240,Business Analyst,Cognizant,Gurgaon,On-site,Fresher (0-1 yr),Contract,"Pandas, Tableau",4.9,2024-03-13,2024-03
241,Junior Data Analyst,Wipro,Hyderabad,Hybrid,Senior (5+ yrs),Internship,"NumPy, Excel",19.9,2024-01-04,2024-01
242,SQL Developer,IBM India,Pune,Hybrid,Mid (3-5 yrs),Internship,"Tableau, Power BI, SQL, Python",9.8,2024-08-05,2024-08
243,Data Analyst,Zomato,Bangalore,Hybrid,Fresher (0-1 yr),Contract,"Power BI, SQL, Python, Machine Learning, NumPy",4.1,2024-08-28,2024-08
244,Senior Data Analyst,Flipkart,Noida,Hybrid,Senior (5+ yrs),Internship,"SQL, Machine Learning, NumPy, Git",16.8,2024-03-15,2024-03
245,Data Analyst,Amazon India,Gurgaon,Hybrid,Mid (3-5 yrs),Full-time,"Git, Python, Excel, NumPy",11.9,2024-11-12,2024-11
246,BI Analyst,Capgemini,Bangalore,Hybrid,Senior (5+ yrs),Internship,"Git, Power BI, Statistics, Excel, Python",17.1,2024-01-17,2024-01
247,Junior Data Analyst,HCL Technologies,Gurgaon,On-site,Junior (1-3 yrs),Full-time,"Excel, Python, NumPy",4.3,2024-04-27,2024-04
248,Junior Data Analyst,Amazon India,Delhi,Remote,Fresher (0-1 yr),Full-time,"Machine Learning, NumPy, Pandas, Git, Excel",3.8,2024-01-26,2024-01
249,BI Analyst,HCL Technologies,Noida,On-site,Junior (1-3 yrs),Internship,"SQL, Git",7.1,2024-06-14,2024-06
250,Data Scientist,Google India,Gurgaon,Remote,Senior (5+ yrs),Full-time,"Tableau, NumPy, Excel",20.0,2024-07-02,2024-07
251,BI Analyst,Swiggy,Pune,On-site,Senior (5+ yrs),Contract,"Python, Pandas, Tableau, Excel",15.6,2024-12-22,2024-12
252,Senior Data Analyst,Capgemini,Chennai,Hybrid,Senior (5+ yrs),Contract,"NumPy, SQL, Power BI, Statistics",14.7,2024-12-16,2024-12
253,SQL Developer,TCS,Chennai,On-site,Mid (3-5 yrs),Internship,"Excel, Machine Learning, Python, SQL, NumPy",13.1,2024-01-08,2024-01
254,Data Analyst,HDFC Bank,Bangalore,Hybrid,Junior (1-3 yrs),Contract,"Statistics, Machine Learning, NumPy, Pandas",7.7,2024-04-12,2024-04
255,Python Developer,HDFC Bank,Chennai,Hybrid,Mid (3-5 yrs),Contract,"Tableau, SQL, Git",10.3,2024-10-25,2024-10
256,Business Analyst,Capgemini,Pune,Remote,Junior (1-3 yrs),Contract,"Machine Learning, Python, Git, Power BI, SQL",6.6,2024-01-08,2024-01
257,Data Scientist,Flipkart,Mumbai,Hybrid,Senior (5+ yrs),Contract,"Tableau, Power BI, Statistics, Excel, Pandas",18.8,2024-10-04,2024-10
258,Data Analyst,Zomato,Mumbai,Hybrid,Fresher (0-1 yr),Contract,"Pandas, Tableau",4.1,2024-05-21,2024-05
259,Data Scientist,IBM India,Chennai,Remote,Junior (1-3 yrs),Full-time,"Pandas, Excel, Python, Git, Power BI",8.0,2024-07-13,2024-07
260,BI Analyst,TCS,Pune,Hybrid,Junior (1-3 yrs),Internship,"Pandas, Machine Learning, Tableau, NumPy, SQL",7.4,2024-03-10,2024-03
261,Senior Data Analyst,ICICI Bank,Chennai,Remote,Mid (3-5 yrs),Internship,"Pandas, SQL, Power BI",9.5,2024-05-14,2024-05
262,SQL Developer,Zomato,Mumbai,Remote,Mid (3-5 yrs),Contract,"Statistics, Python",13.1,2024-10-03,2024-10
263,Python Developer,IBM India,Hyderabad,Remote,Senior (5+ yrs),Internship,"NumPy, Python, Excel, SQL",24.9,2024-10-15,2024-10
264,Junior Data Analyst,Swiggy,Chennai,On-site,Senior (5+ yrs),Contract,"Pandas, Python, Machine Learning",17.9,2024-03-19,2024-03
265,Junior Data Analyst,ICICI Bank,Hyderabad,On-site,Senior (5+ yrs),Internship,"NumPy, Git, Statistics, Power BI, Python",12.5,2024-06-01,2024-06
266,SQL Developer,IBM India,Bangalore,Remote,Fresher (0-1 yr),Internship,"Power BI, Pandas, Tableau",2.8,2024-10-10,2024-10
267,Junior Data Analyst,Wipro,Bangalore,Hybrid,Mid (3-5 yrs),Contract,"NumPy, Excel, Pandas, Power BI",9.5,2024-07-01,2024-07
268,Business Analyst,Capgemini,Chennai,On-site,Fresher (0-1 yr),Internship,"SQL, Pandas, Python",3.4,2024-09-20,2024-09
269,Data Analyst,TCS,Hyderabad,Remote,Fresher (0-1 yr),Full-time,"NumPy, Statistics",3.5,2024-08-23,2024-08
270,Junior Data Analyst,IBM India,Bangalore,Hybrid,Senior (5+ yrs),Internship,"Machine Learning, Tableau",20.1,2024-07-27,2024-07
271,Senior Data Analyst,HCL Technologies,Mumbai,On-site,Fresher (0-1 yr),Contract,"Git, Power BI, Tableau",4.6,2024-06-23,2024-06
272,BI Analyst,Flipkart,Chennai,On-site,Senior (5+ yrs),Full-time,"Pandas, Power BI, Python, Statistics, Git",13.2,2024-10-22,2024-10
273,Python Developer,Accenture,Hyderabad,Remote,Fresher (0-1 yr),Internship,"Tableau, Power BI",3.6,2024-05-15,2024-05
274,Data Analyst,HCL Technologies,Chennai,On-site,Mid (3-5 yrs),Contract,"NumPy, SQL, Machine Learning, Git",10.3,2024-03-22,2024-03
275,Junior Data Analyst,Swiggy,Delhi,Hybrid,Mid (3-5 yrs),Internship,"Pandas, Git",8.3,2024-08-09,2024-08
276,BI Analyst,ICICI Bank,Noida,Remote,Junior (1-3 yrs),Full-time,"Python, Excel, SQL",5.7,2024-10-22,2024-10
277,Python Developer,Cognizant,Noida,Hybrid,Fresher (0-1 yr),Internship,"Statistics, Git, SQL",4.7,2024-02-09,2024-02
278,SQL Developer,Infosys,Pune,Remote,Mid (3-5 yrs),Internship,"NumPy, Power BI",10.4,2024-11-13,2024-11
279,Junior Data Analyst,TCS,Bangalore,Remote,Junior (1-3 yrs),Internship,"Statistics, Excel, SQL, NumPy, Power BI",5.3,2024-05-02,2024-05
280,Business Analyst,Google India,Noida,On-site,Fresher (0-1 yr),Contract,"Git, Statistics, SQL, NumPy, Power BI",3.6,2024-08-24,2024-08
281,Data Analyst,HCL Technologies,Noida,Hybrid,Fresher (0-1 yr),Internship,"SQL, Tableau",4.7,2024-11-22,2024-11
282,Python Developer,Swiggy,Delhi,On-site,Junior (1-3 yrs),Contract,"Machine Learning, Statistics, Pandas, Git",5.8,2024-11-08,2024-11
283,Data Analyst,Swiggy,Delhi,Remote,Mid (3-5 yrs),Internship,"SQL, Python, Excel, Power BI",8.0,2024-12-14,2024-12
284,Senior Data Analyst,Amazon India,Pune,On-site,Fresher (0-1 yr),Contract,"Statistics, Power BI, Pandas",2.8,2024-11-27,2024-11
285,Senior Data Analyst,HDFC Bank,Gurgaon,Remote,Junior (1-3 yrs),Contract,"Machine Learning, Python",6.2,2024-10-16,2024-10
286,Junior Data Analyst,Cognizant,Chennai,On-site,Senior (5+ yrs),Internship,"Machine Learning, NumPy, Git, Tableau",23.9,2024-05-13,2024-05
287,SQL Developer,Flipkart,Gurgaon,On-site,Junior (1-3 yrs),Contract,"Machine Learning, Pandas, Power BI, SQL",4.8,2024-11-12,2024-11
288,Junior Data Analyst,Cognizant,Delhi,Remote,Fresher (0-1 yr),Contract,"Git, NumPy, Tableau, Machine Learning, Power BI",4.5,2024-01-13,2024-01
289,Junior Data Analyst,TCS,Bangalore,On-site,Mid (3-5 yrs),Full-time,"Tableau, Excel, Python, Pandas",12.5,2024-09-02,2024-09
290,SQL Developer,HDFC Bank,Hyderabad,Remote,Junior (1-3 yrs),Internship,"Power BI, Machine Learning, Tableau, Pandas, NumPy",4.2,2024-07-26,2024-07
291,SQL Developer,TCS,Bangalore,Remote,Mid (3-5 yrs),Full-time,"Power BI, Pandas, Git, NumPy, Machine Learning",13.8,2024-03-22,2024-03
292,Senior Data Analyst,Cognizant,Chennai,Remote,Fresher (0-1 yr),Contract,"NumPy, Tableau",3.9,2024-10-28,2024-10
293,Data Scientist,Infosys,Delhi,Hybrid,Junior (1-3 yrs),Full-time,"Pandas, Python, Tableau",6.0,2024-06-03,2024-06
294,SQL Developer,Capgemini,Chennai,Remote,Fresher (0-1 yr),Internship,"NumPy, Machine Learning, Git",2.7,2024-04-22,2024-04
295,SQL Developer,Swiggy,Delhi,Hybrid,Junior (1-3 yrs),Internship,"Machine Learning, Python, SQL, Pandas, Excel",5.8,2024-10-20,2024-10
296,Business Analyst,TCS,Delhi,Hybrid,Fresher (0-1 yr),Contract,"Machine Learning, Tableau, Python, Git",4.6,2024-09-15,2024-09
297,Python Developer,TCS,Mumbai,Remote,Junior (1-3 yrs),Contract,"SQL, Excel",7.9,2024-09-01,2024-09
298,Senior Data Analyst,IBM India,Pune,Remote,Senior (5+ yrs),Full-time,"Machine Learning, NumPy, SQL",21.7,2024-08-23,2024-08
299,SQL Developer,TCS,Hyderabad,On-site,Fresher (0-1 yr),Full-time,"Machine Learning, SQL, Power BI, Excel",3.5,2024-07-14,2024-07
300,SQL Developer,Infosys,Noida,Remote,Fresher (0-1 yr),Internship,"Git, SQL",4.4,2024-12-28,2024-12
301,Senior Data Analyst,Zomato,Hyderabad,Hybrid,Mid (3-5 yrs),Internship,"Tableau, Statistics",9.7,2024-01-16,2024-01
302,Junior Data Analyst,Capgemini,Chennai,Remote,Senior (5+ yrs),Internship,"Excel, Tableau, Pandas, Python",19.2,2024-02-02,2024-02
303,Data Analyst,Google India,Hyderabad,Hybrid,Junior (1-3 yrs),Internship,"Power BI, NumPy, Excel, SQL",4.7,2024-05-07,2024-05
304,Senior Data Analyst,Cognizant,Bangalore,Remote,Senior (5+ yrs),Internship,"Tableau, SQL",15.3,2024-10-16,2024-10
305,SQL Developer,Zomato,Chennai,Remote,Junior (1-3 yrs),Full-time,"Git, SQL, Power BI, Excel",5.9,2024-11-10,2024-11
306,Junior Data Analyst,Zomato,Delhi,Hybrid,Junior (1-3 yrs),Full-time,"Power BI, Git, NumPy, Excel",7.4,2024-12-11,2024-12
307,Python Developer,HDFC Bank,Gurgaon,Hybrid,Mid (3-5 yrs),Contract,"Excel, SQL",12.9,2024-03-18,2024-03
308,Business Analyst,Amazon India,Hyderabad,Remote,Fresher (0-1 yr),Full-time,"Git, NumPy",4.4,2024-01-18,2024-01
309,Data Scientist,ICICI Bank,Chennai,Hybrid,Senior (5+ yrs),Full-time,"Excel, Statistics, SQL, Power BI",18.3,2024-04-28,2024-04
310,Junior Data Analyst,Accenture,Gurgaon,On-site,Junior (1-3 yrs),Internship,"Statistics, Pandas, Python",4.9,2024-02-09,2024-02
311,SQL Developer,Capgemini,Bangalore,Remote,Junior (1-3 yrs),Internship,"NumPy, Statistics, Machine Learning, Python",4.2,2024-02-23,2024-02
312,Data Scientist,Amazon India,Chennai,Hybrid,Senior (5+ yrs),Contract,"Machine Learning, Tableau",16.9,2024-09-13,2024-09
313,SQL Developer,Zomato,Gurgaon,Hybrid,Fresher (0-1 yr),Internship,"Statistics, Excel, Power BI",2.7,2024-04-05,2024-04
314,Junior Data Analyst,Cognizant,Delhi,Remote,Fresher (0-1 yr),Internship,"NumPy, Pandas, SQL",3.7,2024-04-19,2024-04
315,Junior Data Analyst,Microsoft India,Bangalore,On-site,Fresher (0-1 yr),Full-time,"Excel, Machine Learning, Python",4.7,2024-03-09,2024-03
316,Junior Data Analyst,Google India,Bangalore,Remote,Mid (3-5 yrs),Full-time,"Statistics, Git, Machine Learning",8.2,2024-10-05,2024-10
317,Junior Data Analyst,Amazon India,Chennai,Remote,Mid (3-5 yrs),Contract,"Power BI, NumPy",9.7,2024-04-17,2024-04
318,BI Analyst,Accenture,Hyderabad,On-site,Senior (5+ yrs),Internship,"Machine Learning, Git",21.8,2024-11-05,2024-11
319,Data Analyst,Microsoft India,Noida,Hybrid,Fresher (0-1 yr),Internship,"Power BI, Statistics, NumPy, Excel, Tableau",4.5,2024-12-19,2024-12
320,Senior Data Analyst,Microsoft India,Chennai,Hybrid,Senior (5+ yrs),Full-time,"Tableau, Machine Learning",17.3,2024-12-24,2024-12
321,Data Analyst,HCL Technologies,Bangalore,Hybrid,Junior (1-3 yrs),Internship,"NumPy, Pandas, SQL, Statistics",5.7,2024-05-28,2024-05
322,BI Analyst,Zomato,Mumbai,Remote,Senior (5+ yrs),Full-time,"Machine Learning, Git, Statistics, SQL, Excel",19.3,2024-05-19,2024-05
323,SQL Developer,Google India,Chennai,Remote,Fresher (0-1 yr),Internship,"Statistics, Excel, SQL",3.0,2024-06-26,2024-06
324,Data Analyst,Cognizant,Noida,Remote,Fresher (0-1 yr),Full-time,"Statistics, NumPy, SQL",2.7,2024-02-20,2024-02
325,Data Analyst,Google India,Noida,Remote,Mid (3-5 yrs),Internship,"Excel, Statistics",10.1,2024-11-26,2024-11
326,Data Scientist,IBM India,Bangalore,Remote,Junior (1-3 yrs),Internship,"Python, Pandas, Power BI",6.6,2024-02-09,2024-02
327,BI Analyst,Zomato,Noida,Hybrid,Junior (1-3 yrs),Internship,"SQL, Git",6.2,2024-09-19,2024-09
328,SQL Developer,Zomato,Mumbai,On-site,Junior (1-3 yrs),Contract,"Git, Python, Tableau, SQL, Power BI",6.0,2024-09-10,2024-09
329,SQL Developer,HCL Technologies,Mumbai,Remote,Mid (3-5 yrs),Internship,"NumPy, Statistics, Power BI, Git, Excel",13.7,2024-08-19,2024-08
330,Data Analyst,ICICI Bank,Hyderabad,Hybrid,Fresher (0-1 yr),Contract,"Power BI, Pandas, NumPy",4.9,2024-01-23,2024-01
331,Data Scientist,Capgemini,Mumbai,On-site,Senior (5+ yrs),Internship,"SQL, Machine Learning, Excel, Power BI",16.1,2024-10-09,2024-10
332,Junior Data Analyst,IBM India,Gurgaon,Remote,Junior (1-3 yrs),Full-time,"Tableau, Power BI, Machine Learning",4.8,2024-10-12,2024-10
333,Junior Data Analyst,HCL Technologies,Hyderabad,On-site,Senior (5+ yrs),Internship,"Machine Learning, Python",23.0,2024-06-16,2024-06
334,Data Scientist,ICICI Bank,Chennai,Remote,Mid (3-5 yrs),Contract,"Git, Excel, Python",10.7,2024-09-02,2024-09
335,SQL Developer,Google India,Chennai,Hybrid,Fresher (0-1 yr),Internship,"Pandas, Python, Machine Learning, Git, SQL",3.4,2024-06-20,2024-06
336,Data Scientist,Cognizant,Mumbai,On-site,Mid (3-5 yrs),Contract,"Pandas, Excel, Statistics, Power BI",8.5,2024-06-12,2024-06
337,BI Analyst,Amazon India,Gurgaon,On-site,Junior (1-3 yrs),Internship,"SQL, Tableau, Power BI",6.2,2024-04-05,2024-04
338,Junior Data Analyst,ICICI Bank,Bangalore,On-site,Senior (5+ yrs),Contract,"Machine Learning, Git, Pandas",22.2,2024-09-28,2024-09
339,Data Analyst,Google India,Hyderabad,Remote,Junior (1-3 yrs),Full-time,"Tableau, Statistics, SQL",5.8,2024-06-12,2024-06
340,Data Scientist,Zomato,Bangalore,Hybrid,Fresher (0-1 yr),Contract,"Git, Machine Learning, Excel",4.9,2024-06-22,2024-06
341,Python Developer,HDFC Bank,Hyderabad,Hybrid,Mid (3-5 yrs),Contract,"Excel, Pandas, NumPy",11.4,2024-02-03,2024-02
342,Junior Data Analyst,Swiggy,Pune,Hybrid,Mid (3-5 yrs),Internship,"Tableau, NumPy, Git, Power BI",12.5,2024-12-19,2024-12
343,Python Developer,Microsoft India,Chennai,On-site,Fresher (0-1 yr),Full-time,"Tableau, SQL, Power BI",2.9,2024-02-16,2024-02
344,Data Analyst,Infosys,Noida,Remote,Fresher (0-1 yr),Full-time,"Git, Excel, SQL, Pandas",4.8,2024-04-08,2024-04
345,Data Scientist,HDFC Bank,Chennai,On-site,Junior (1-3 yrs),Full-time,"Pandas, Git",7.5,2024-09-09,2024-09
346,Python Developer,Accenture,Chennai,Remote,Senior (5+ yrs),Internship,"Machine Learning, Git, Tableau, Excel, Power BI",19.0,2024-08-10,2024-08
347,SQL Developer,Microsoft India,Mumbai,On-site,Mid (3-5 yrs),Full-time,"Machine Learning, Excel",9.4,2024-01-23,2024-01
348,Python Developer,ICICI Bank,Mumbai,On-site,Senior (5+ yrs),Contract,"Python, Machine Learning, Pandas",14.5,2024-07-13,2024-07
349,Business Analyst,Cognizant,Noida,Hybrid,Junior (1-3 yrs),Contract,"NumPy, Power BI",6.1,2024-10-26,2024-10
350,Data Scientist,Flipkart,Mumbai,Hybrid,Junior (1-3 yrs),Full-time,"Excel, Tableau, SQL",6.5,2024-05-23,2024-05
351,Python Developer,IBM India,Delhi,On-site,Junior (1-3 yrs),Full-time,"Excel, SQL",5.1,2024-08-24,2024-08
352,Data Analyst,Capgemini,Hyderabad,On-site,Fresher (0-1 yr),Contract,"Pandas, NumPy, Tableau",4.5,2024-06-15,2024-06
353,Data Analyst,Swiggy,Hyderabad,On-site,Fresher (0-1 yr),Contract,"SQL, Machine Learning, Statistics, Git, NumPy",4.7,2024-07-27,2024-07
354,Data Analyst,HCL Technologies,Pune,Hybrid,Senior (5+ yrs),Full-time,"Power BI, Statistics",21.6,2024-11-07,2024-11
355,Python Developer,Google India,Mumbai,Hybrid,Junior (1-3 yrs),Internship,"Machine Learning, Git",4.5,2024-05-07,2024-05
356,SQL Developer,TCS,Pune,On-site,Junior (1-3 yrs),Internship,"Pandas, Python, Excel, NumPy, Statistics",6.3,2024-04-01,2024-04
357,Data Analyst,ICICI Bank,Chennai,Hybrid,Fresher (0-1 yr),Full-time,"Statistics, SQL, Pandas",4.8,2024-11-02,2024-11
358,Data Analyst,Zomato,Chennai,Remote,Fresher (0-1 yr),Full-time,"Power BI, Pandas, Machine Learning, NumPy, Git",3.7,2024-07-12,2024-07
359,Junior Data Analyst,Amazon India,Bangalore,Hybrid,Senior (5+ yrs),Internship,"Machine Learning, Statistics, Power BI, Tableau",14.4,2024-12-15,2024-12
360,Data Scientist,Cognizant,Hyderabad,Remote,Junior (1-3 yrs),Contract,"Tableau, Machine Learning, Pandas, Power BI",4.0,2024-07-24,2024-07
361,Junior Data Analyst,Infosys,Delhi,Remote,Junior (1-3 yrs),Contract,"Machine Learning, NumPy",4.8,2024-09-05,2024-09
362,Data Scientist,Swiggy,Noida,Remote,Mid (3-5 yrs),Full-time,"Machine Learning, SQL",7.3,2024-03-28,2024-03
363,Data Analyst,IBM India,Hyderabad,Hybrid,Junior (1-3 yrs),Full-time,"Git, NumPy",6.6,2024-12-19,2024-12
364,Data Scientist,TCS,Delhi,On-site,Fresher (0-1 yr),Full-time,"Statistics, SQL, Git",4.5,2024-09-24,2024-09
365,BI Analyst,Zomato,Bangalore,Remote,Mid (3-5 yrs),Internship,"SQL, Tableau",7.5,2024-09-04,2024-09
366,Senior Data Analyst,Capgemini,Noida,On-site,Junior (1-3 yrs),Internship,"Git, Excel, NumPy",7.0,2024-10-12,2024-10
367,Python Developer,Microsoft India,Hyderabad,On-site,Junior (1-3 yrs),Internship,"Machine Learning, Pandas, Excel, Tableau, NumPy",5.8,2024-06-18,2024-06
368,SQL Developer,Zomato,Noida,Remote,Senior (5+ yrs),Internship,"Git, Power BI, Machine Learning, Statistics",22.0,2024-05-12,2024-05
369,Python Developer,HDFC Bank,Noida,On-site,Fresher (0-1 yr),Contract,"Machine Learning, Excel",5.0,2024-05-08,2024-05
370,Business Analyst,Swiggy,Bangalore,Remote,Mid (3-5 yrs),Internship,"SQL, Python, Statistics",9.5,2024-06-19,2024-06
371,Business Analyst,Capgemini,Mumbai,Hybrid,Fresher (0-1 yr),Internship,"Git, Power BI, SQL, Pandas, Excel",4.5,2024-12-23,2024-12
372,Senior Data Analyst,Flipkart,Bangalore,Remote,Senior (5+ yrs),Full-time,"Pandas, Git",23.4,2024-02-28,2024-02
